code_name,Molecule,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,xtbjson
mol_616,Dexamethasone,-3.4,1,392.467,3,4,2,94.83,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,QDESCP/boltz/mol_616_rdkit_boltz.json
mol_617,"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1,QDESCP/boltz/mol_617_rdkit_boltz.json
mol_618,Butylate,-3.453,1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C,QDESCP/boltz/mol_618_rdkit_boltz.json
mol_619,nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,QDESCP/boltz/mol_619_rdkit_boltz.json
mol_620,m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,Nc1cccc(c1)N(=O)=O,QDESCP/boltz/mol_620_rdkit_boltz.json
mol_621,1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,CCCCCl,QDESCP/boltz/mol_621_rdkit_boltz.json
mol_622,triforine,-3.715,1,430.934,2,1,6,64.68,-4.19,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,QDESCP/boltz/mol_622_rdkit_boltz.json
mol_623,Fluridone,-4.249,1,329.321,0,3,2,22.0,-4.445,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,QDESCP/boltz/mol_623_rdkit_boltz.json
mol_624,6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,Nc3cc2c1ccccc1ccc2c4ccccc34 ,QDESCP/boltz/mol_624_rdkit_boltz.json
mol_625,Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,QDESCP/boltz/mol_625_rdkit_boltz.json
mol_626,RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,QDESCP/boltz/mol_626_rdkit_boltz.json
mol_627,"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,CC1CO1,QDESCP/boltz/mol_627_rdkit_boltz.json
mol_628,Nitrazepam,-3.473,1,281.271,1,3,2,84.6,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,QDESCP/boltz/mol_628_rdkit_boltz.json
mol_629,"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC,QDESCP/boltz/mol_629_rdkit_boltz.json
mol_630,"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,QDESCP/boltz/mol_630_rdkit_boltz.json
mol_631,Propyl propanoate,-1.545,1,116.16,0,0,3,26.3,-1.34,CCCCC(=O)OC,QDESCP/boltz/mol_631_rdkit_boltz.json
mol_632,Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1,QDESCP/boltz/mol_632_rdkit_boltz.json
mol_633,"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.679,Cc1cccc2c(C)cccc12,QDESCP/boltz/mol_633_rdkit_boltz.json
mol_634,hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,QDESCP/boltz/mol_634_rdkit_boltz.json
mol_635,Acenapthylene,-3.682,2,152.196,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23,QDESCP/boltz/mol_635_rdkit_boltz.json
mol_636,Ethyl butyrate,-2.254,1,144.214,0,0,5,26.3,-1.28,CCCCCOC(=O)CC,QDESCP/boltz/mol_636_rdkit_boltz.json
mol_637,Atratone,-3.185,1,211.269,2,1,5,71.96,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,QDESCP/boltz/mol_637_rdkit_boltz.json
mol_638,Benzo(a)pyrene,-6.007,2,252.316,0,5,0,0.0,-8.699,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,QDESCP/boltz/mol_638_rdkit_boltz.json
mol_639,Bromoethane,-1.529,1,108.966,0,0,0,0.0,-1.09,CCBr,QDESCP/boltz/mol_639_rdkit_boltz.json
mol_640,3-Hexyne,-1.933,1,82.146,0,0,0,0.0,-1.99,CCC#CCC,QDESCP/boltz/mol_640_rdkit_boltz.json
mol_641,Digitoxin,-6.114,1,764.95,5,8,7,182.83,-5.293,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,QDESCP/boltz/mol_641_rdkit_boltz.json
mol_642,2-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,CCC(=C)C,QDESCP/boltz/mol_642_rdkit_boltz.json
mol_643,8-quinolinol,-2.725,1,145.161,1,2,0,33.12,-2.42,Oc1cccc2cccnc12 ,QDESCP/boltz/mol_643_rdkit_boltz.json
mol_644,"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.206,0,2,0,0.0,-4.37,C1CCc2ccccc2C1,QDESCP/boltz/mol_644_rdkit_boltz.json
mol_645,phenolphthalein,-4.59,1,318.328,2,4,2,66.76,-2.9,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,QDESCP/boltz/mol_645_rdkit_boltz.json
mol_646,"1,3,5-Tribromobenzene",-5.27,1,314.802,0,1,0,0.0,-5.6,Brc1cc(Br)cc(Br)c1,QDESCP/boltz/mol_646_rdkit_boltz.json
mol_647,Ronnel,-5.247,1,321.549,0,1,4,27.69,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,QDESCP/boltz/mol_647_rdkit_boltz.json
mol_648,methylthiouracil,-0.547,1,142.183,2,1,0,48.65,-2.436,Cc1cc(=O)[nH]c(=S)[nH]1,QDESCP/boltz/mol_648_rdkit_boltz.json
mol_649,Eugenol,-2.675,1,164.204,1,1,3,29.46,-1.56,COc1cc(CC=C)ccc1O,QDESCP/boltz/mol_649_rdkit_boltz.json
mol_650,5-Allyl-5-isopropylbarbital,-1.706,1,210.233,2,1,3,75.27,-1.708,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,QDESCP/boltz/mol_650_rdkit_boltz.json
mol_651,Pyrene,-4.957,2,202.256,0,4,0,0.0,-6.176,c1cc2ccc3cccc4ccc(c1)c2c34,QDESCP/boltz/mol_651_rdkit_boltz.json
mol_652,"1,1-Diethoxyethane ",-0.899,1,118.176,0,0,4,18.46,-0.43,CCOC(C)OCC,QDESCP/boltz/mol_652_rdkit_boltz.json
mol_653,Clomazone,-3.077,1,239.702,0,2,2,29.54,-2.338,CC1(C)CON(Cc2ccccc2Cl)C1=O,QDESCP/boltz/mol_653_rdkit_boltz.json
mol_654,2-Butoxyethanol,-0.775,1,118.176,1,0,5,29.46,-0.42,CCCCOCCO,QDESCP/boltz/mol_654_rdkit_boltz.json
mol_655,Quintozene,-5.098,1,295.336,0,1,1,43.14,-5.82,Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,QDESCP/boltz/mol_655_rdkit_boltz.json
mol_656,Androsterone,-3.882,1,290.447,1,4,0,37.3,-4.402,CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,QDESCP/boltz/mol_656_rdkit_boltz.json
mol_657,Flurochloridone,-4.749,1,312.118,0,2,2,20.31,-4.047,FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,QDESCP/boltz/mol_657_rdkit_boltz.json
mol_658,Quinoline,-2.663,2,129.162,0,2,0,12.89,-1.3,c1ccc2ncccc2c1,QDESCP/boltz/mol_658_rdkit_boltz.json
mol_659,methyl gallate,-1.913,1,184.147,3,1,1,86.99,-1.24,COC(=O)c1cc(O)c(O)c(O)c1 ,QDESCP/boltz/mol_659_rdkit_boltz.json
mol_660,fluconazole,-2.418,1,306.276,1,3,5,81.65,-1.8,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,QDESCP/boltz/mol_660_rdkit_boltz.json
mol_661,Chlorzoxazone,-2.679,1,169.567,1,2,0,46.0,-2.831,Clc2ccc1oc(=O)[nH]c1c2,QDESCP/boltz/mol_661_rdkit_boltz.json
mol_662,"2,2',3,4,4',5',6-PCB",-7.898,1,395.327,0,2,1,0.0,-7.92,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,QDESCP/boltz/mol_662_rdkit_boltz.json
mol_663,alloxan,0.436,1,142.07,2,1,0,92.34,-1.25,O=C1NC(=O)C(=O)C(=O)N1 ,QDESCP/boltz/mol_663_rdkit_boltz.json
mol_664,"1,3-Dichloropropane",-1.618,1,112.987,0,0,2,0.0,-1.62,ClCCCCl,QDESCP/boltz/mol_664_rdkit_boltz.json
mol_665,m-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.67,Fc1cccc(Br)c1,QDESCP/boltz/mol_665_rdkit_boltz.json
mol_666,p-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.63,Clc1ccc(Br)cc1,QDESCP/boltz/mol_666_rdkit_boltz.json
mol_667,"2,3-Dimethylbutane",-2.584,1,86.178,0,0,1,0.0,-3.65,CC(C)C(C)C,QDESCP/boltz/mol_667_rdkit_boltz.json
mol_668,1-Butene,-1.655,1,56.108,0,0,1,0.0,-1.94,CCC=C,QDESCP/boltz/mol_668_rdkit_boltz.json
mol_669,"2,2',3,4,5,5'-PCB",-7.343,1,360.882,0,2,1,0.0,-7.68,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,QDESCP/boltz/mol_669_rdkit_boltz.json
mol_670,cytosine,0.051,1,111.104,2,1,0,71.77,-1.155,Nc1cc[nH]c(=O)n1 ,QDESCP/boltz/mol_670_rdkit_boltz.json
mol_671,"1,1,2-Trichlorotrifluoroethane",-3.077,1,187.375,0,0,1,0.0,-3.04,FC(F)(Cl)C(F)(Cl)Cl,QDESCP/boltz/mol_671_rdkit_boltz.json
mol_672,Propionitrile,-0.269,1,55.08,0,0,0,23.79,0.28,CCC#N,QDESCP/boltz/mol_672_rdkit_boltz.json
mol_673,"O,P'-DDD",-6.008,1,320.046,0,2,3,0.0,-6.51,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,QDESCP/boltz/mol_673_rdkit_boltz.json
mol_674,o-Nitroanisole,-2.346,1,153.137,0,1,2,52.37,-1.96,COc1ccccc1N(=O)=O,QDESCP/boltz/mol_674_rdkit_boltz.json
mol_675,Prasterone,-3.564,1,288.431,1,4,0,37.3,-4.12,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,QDESCP/boltz/mol_675_rdkit_boltz.json
mol_676,Procymidone,-3.464,1,284.142,0,3,1,37.38,-4.8,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,QDESCP/boltz/mol_676_rdkit_boltz.json
mol_677,Benzo[ghi]perylene,-6.446,2,276.338,0,6,0,0.0,-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,QDESCP/boltz/mol_677_rdkit_boltz.json
mol_678,Dinoseb,-3.715,1,240.215,1,1,4,106.51,-3.38,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,QDESCP/boltz/mol_678_rdkit_boltz.json
mol_679,meconin,-0.825,1,196.202,0,2,2,44.76,-1.899,c1c(OC)c(OC)C2C(=O)OCC2c1,QDESCP/boltz/mol_679_rdkit_boltz.json
mol_680,Glycerol,0.688,1,92.094,3,0,2,60.69,1.12,OCC(O)CO,QDESCP/boltz/mol_680_rdkit_boltz.json
mol_681,Guaiacol,-1.941,1,124.139,1,1,1,29.46,-1.96,COc1ccccc1O ,QDESCP/boltz/mol_681_rdkit_boltz.json
mol_682,chlorpyrifos,-4.972,1,350.591,0,1,6,40.58,-5.67,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,QDESCP/boltz/mol_682_rdkit_boltz.json
mol_683,9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89,Cc1c2ccccc2cc3ccccc13,QDESCP/boltz/mol_683_rdkit_boltz.json
mol_684,Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.715,Cc1cc(=O)n(c2ccccc2)n1C,QDESCP/boltz/mol_684_rdkit_boltz.json
mol_685,Methyl butyl ether ,-1.072,1,88.15,0,0,3,9.23,-0.99,CCCCOC,QDESCP/boltz/mol_685_rdkit_boltz.json
mol_686,7-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.854,Cc2cnc1cncnc1n2,QDESCP/boltz/mol_686_rdkit_boltz.json
mol_687,simazine,-2.811,1,201.661,2,1,4,62.73,-4.55,CCNc1nc(Cl)nc(NCC)n1 ,QDESCP/boltz/mol_687_rdkit_boltz.json
mol_688,"N,N-Dimethylacetamide",0.123,1,87.122,0,0,0,20.31,1.11,CN(C)C(=O)C,QDESCP/boltz/mol_688_rdkit_boltz.json
mol_689,Simetryn,-2.689,1,213.31,0,1,3,45.15,-2.676,CSc1nc(nc(n1)N(C)C)N(C)C,QDESCP/boltz/mol_689_rdkit_boltz.json
mol_690,Ethylene,-0.815,1,28.054,0,0,0,0.0,-0.4,C=C,QDESCP/boltz/mol_690_rdkit_boltz.json
mol_691,"3,3-Dimethyl-1-butanol",-1.365,1,102.177,1,0,1,20.23,-0.5,CC(C)(C)CCO,QDESCP/boltz/mol_691_rdkit_boltz.json
mol_692,5-Allyl-5-ethylbarbital,-1.368,1,196.206,2,1,3,75.27,-1.614,O=C1NC(=O)NC(=O)C1(CC)CC=C,QDESCP/boltz/mol_692_rdkit_boltz.json
mol_693,"2,3,4-Trichlorophenol",-3.705,1,197.448,1,1,0,20.23,-2.67,Oc1ccc(Cl)c(Cl)c1Cl,QDESCP/boltz/mol_693_rdkit_boltz.json
mol_694,Anisole,-2.368,1,108.14,0,1,1,9.23,-1.85,COc1ccccc1,QDESCP/boltz/mol_694_rdkit_boltz.json
mol_695,chloropropylate,-5.093,1,339.218,1,2,4,46.53,-4.53,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,QDESCP/boltz/mol_695_rdkit_boltz.json
mol_696,aldosterone,-3.066,1,360.45,2,4,3,91.67,-3.85,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,QDESCP/boltz/mol_696_rdkit_boltz.json
mol_697,Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,QDESCP/boltz/mol_697_rdkit_boltz.json
mol_698,4-Ethyltoluene,-3.328,1,120.195,0,1,1,0.0,-3.11,CCc1ccc(C)cc1,QDESCP/boltz/mol_698_rdkit_boltz.json
mol_699,Diisopropylsulfide,-2.162,1,118.245,0,0,2,0.0,-2.24,CC(C)SC(C)C,QDESCP/boltz/mol_699_rdkit_boltz.json
mol_700,"1,3-Dinitrobenzene",-2.281,1,168.108,0,1,2,86.28,-2.29,O=N(=O)c1cccc(c1)N(=O)=O,QDESCP/boltz/mol_700_rdkit_boltz.json
mol_701,Ethion,-5.471,1,384.487,0,0,12,36.92,-5.54,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,QDESCP/boltz/mol_701_rdkit_boltz.json
mol_702,probarbital,-1.603,1,198.222,2,1,2,75.27,-2.21,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,QDESCP/boltz/mol_702_rdkit_boltz.json
mol_703,cortisone acetate,-3.426,1,402.487,1,4,3,97.74,-4.21,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,QDESCP/boltz/mol_703_rdkit_boltz.json
mol_704,Metronidazole,-0.859,1,171.156,1,1,3,81.19,-1.22,Cc1ncc(N(=O)=O)n1CCO,QDESCP/boltz/mol_704_rdkit_boltz.json
mol_705,p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66,Nc1ccc(Cl)cc1,QDESCP/boltz/mol_705_rdkit_boltz.json
mol_706,"2,2-Dimethylpentanol",-1.719,1,116.204,1,0,3,20.23,-1.52,CCCC(C)(C)CO,QDESCP/boltz/mol_706_rdkit_boltz.json
mol_707,Furane,-1.837,2,68.075,0,1,0,13.14,-0.82,c1ccoc1,QDESCP/boltz/mol_707_rdkit_boltz.json
mol_708,Methoproptryne,-3.259,1,271.39,2,1,8,71.96,-2.928,COCCCNc1nc(NC(C)C)nc(SC)n1,QDESCP/boltz/mol_708_rdkit_boltz.json
mol_709,Norea,-2.47,1,222.332,1,3,1,32.34,-3.171,CN(C)C(=O)NC1CC2CC1C3CCCC23,QDESCP/boltz/mol_709_rdkit_boltz.json
mol_710,t-Butylbenzene ,-3.554,1,134.222,0,1,0,0.0,-3.66,CC(C)(C)c1ccccc1,QDESCP/boltz/mol_710_rdkit_boltz.json
mol_711,kebuzone,-2.645,1,322.364,0,3,5,57.69,-3.27,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,QDESCP/boltz/mol_711_rdkit_boltz.json
mol_712,prednisolone acetate,-3.507,1,402.487,2,4,3,100.9,-4.37,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,QDESCP/boltz/mol_712_rdkit_boltz.json
mol_713,Methyl propyl ether ,-0.718,1,74.123,0,0,2,9.23,-0.39,CCCOC,QDESCP/boltz/mol_713_rdkit_boltz.json
mol_714,Isopropyl acetate,-1.191,1,102.133,0,0,1,26.3,-0.55,CC(C)OC(=O)C,QDESCP/boltz/mol_714_rdkit_boltz.json
mol_715,Bromobenzene,-3.345,1,157.01,0,1,0,0.0,-2.55,Brc1ccccc1,QDESCP/boltz/mol_715_rdkit_boltz.json
mol_716,Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35,CCOC(=O)c1ccc(O)cc1,QDESCP/boltz/mol_716_rdkit_boltz.json
mol_717,3-Butanoyloxymethylphenytoin,-3.469,1,352.39,1,3,6,75.71,-5.071,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,QDESCP/boltz/mol_717_rdkit_boltz.json
mol_718,testosterone propionate,-4.87,1,344.495,0,4,2,43.37,-5.37,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,QDESCP/boltz/mol_718_rdkit_boltz.json
mol_719,Coronene,-6.885,2,300.36,0,7,0,0.0,-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,QDESCP/boltz/mol_719_rdkit_boltz.json
mol_720,allopurinol,-0.84,1,136.114,2,2,0,74.43,-2.266,O=c1[nH]cnc2[nH]ncc12 ,QDESCP/boltz/mol_720_rdkit_boltz.json
mol_721,Chloroethylene,-1.188,1,62.499,0,0,0,0.0,-1.75,ClC=C,QDESCP/boltz/mol_721_rdkit_boltz.json
mol_722,diphenamid,-3.147,1,239.318,0,2,3,20.31,-2.98,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,QDESCP/boltz/mol_722_rdkit_boltz.json
mol_723,Tetrabromomethane,-4.063,1,331.627,0,0,0,0.0,-3.14,BrC(Br)(Br)Br,QDESCP/boltz/mol_723_rdkit_boltz.json
mol_724,RTI 22,-4.408,1,296.374,1,3,2,48.47,-4.871,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,QDESCP/boltz/mol_724_rdkit_boltz.json
mol_725,phthalimide,-1.882,1,147.133,1,2,0,46.17,-2.61,O=C1NC(=O)c2ccccc12 ,QDESCP/boltz/mol_725_rdkit_boltz.json
mol_726,Fenarimol,-4.108,1,331.202,1,3,3,46.01,-4.38,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,QDESCP/boltz/mol_726_rdkit_boltz.json
mol_727,Methyl benzoate ,-2.462,1,136.15,0,1,1,26.3,-1.85,COC(=O)c1ccccc1,QDESCP/boltz/mol_727_rdkit_boltz.json
mol_728,1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807,Cn1ccc(=O)[nH]c1=O,QDESCP/boltz/mol_728_rdkit_boltz.json
mol_729,oxyphenbutazone,-3.739,1,324.38,1,3,5,60.85,-3.73,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,QDESCP/boltz/mol_729_rdkit_boltz.json
mol_730,"2,2',3,5'-PCB",-6.155,1,291.992,0,2,1,0.0,-6.47,Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,QDESCP/boltz/mol_730_rdkit_boltz.json
mol_731,Quinethazone,-2.184,1,289.744,3,2,2,101.29,-3.29,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,QDESCP/boltz/mol_731_rdkit_boltz.json
mol_732,Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,QDESCP/boltz/mol_732_rdkit_boltz.json
mol_733,Cyclopentene ,-1.72,2,68.119,0,1,0,0.0,-2.1,C1CC=CC1,QDESCP/boltz/mol_733_rdkit_boltz.json
mol_734,alloxantin,0.919,1,286.156,6,2,1,191.0,-1.99,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),QDESCP/boltz/mol_734_rdkit_boltz.json
mol_735,Nonane,-3.678,1,128.259,0,0,6,0.0,-5.88,CCCCCCCCC,QDESCP/boltz/mol_735_rdkit_boltz.json
mol_736,2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06,Oc1ccccc1Cl,QDESCP/boltz/mol_736_rdkit_boltz.json
mol_737,5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59,c1cccc2c3c(C)cc4ccccc4c3ccc12,QDESCP/boltz/mol_737_rdkit_boltz.json
mol_738,Phenetole,-2.66,1,122.167,0,1,2,9.23,-2.33,CCOc1ccccc1,QDESCP/boltz/mol_738_rdkit_boltz.json
mol_739,ethyl cinnamate,-3.098,1,176.215,0,1,3,26.3,-3.0,CCOC(=O)C=Cc1ccccc1,QDESCP/boltz/mol_739_rdkit_boltz.json
mol_740,Terbacil,-3.033,1,216.668,1,1,0,54.86,-2.484,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,QDESCP/boltz/mol_740_rdkit_boltz.json
mol_741,Clonazepam,-3.707,1,315.716,1,3,2,84.6,-3.499,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,QDESCP/boltz/mol_741_rdkit_boltz.json
mol_742,p-Toluenesulfonamide ,-1.815,1,171.221,1,1,1,60.16,-1.74,Cc1ccc(cc1)S(=O)(=O)N,QDESCP/boltz/mol_742_rdkit_boltz.json
mol_743,Chlorbufam,-3.629,1,223.659,1,1,2,38.33,-2.617,CC(OC(=O)Nc1cccc(Cl)c1)C#C,QDESCP/boltz/mol_743_rdkit_boltz.json
mol_744,2-Methylheptane,-3.308,1,114.232,0,0,4,0.0,-5.08,CCCCCC(C)C,QDESCP/boltz/mol_744_rdkit_boltz.json
mol_745,Cyhalothrin,-6.905,1,449.856,0,3,6,59.32,-8.176,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,QDESCP/boltz/mol_745_rdkit_boltz.json
mol_746,Apazone,-2.9,1,300.362,0,3,2,56.22,-3.538,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,QDESCP/boltz/mol_746_rdkit_boltz.json
mol_747,Diazepam,-4.05,1,284.746,0,3,1,32.67,-3.754,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,QDESCP/boltz/mol_747_rdkit_boltz.json
mol_748,2-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.7,CCC(O)C(C)C,QDESCP/boltz/mol_748_rdkit_boltz.json
mol_749,fensulfothion,-3.283,1,308.361,0,1,7,44.76,-2.3,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,QDESCP/boltz/mol_749_rdkit_boltz.json
mol_750,borneol,-2.423,1,154.253,1,2,0,20.23,-2.32,CC1(C)C2CCC1(C)C(O)C2,QDESCP/boltz/mol_750_rdkit_boltz.json
mol_751,Testosterone,-3.659,1,288.431,1,4,0,37.3,-4.02,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,QDESCP/boltz/mol_751_rdkit_boltz.json
mol_752,Heptane,-2.97,1,100.205,0,0,4,0.0,-4.53,CCCCCCC,QDESCP/boltz/mol_752_rdkit_boltz.json
mol_753,1-Napthol,-3.08,1,144.173,1,2,0,20.23,-2.22,Oc1cccc2ccccc12,QDESCP/boltz/mol_753_rdkit_boltz.json
mol_754,"cis-1,2-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.3,C/C1CCCCC1\C,QDESCP/boltz/mol_754_rdkit_boltz.json
mol_755,Trimazosin,-3.958,1,435.481,2,3,6,132.5,-3.638,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,QDESCP/boltz/mol_755_rdkit_boltz.json
mol_756,Cholanthrene,-5.942,2,254.332,0,5,0,0.0,-7.85,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,QDESCP/boltz/mol_756_rdkit_boltz.json
mol_757,Medrogestone,-4.593,1,340.507,0,4,1,34.14,-5.27,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,QDESCP/boltz/mol_757_rdkit_boltz.json
mol_758,2-Heptanone,-1.554,1,114.188,0,0,4,17.07,-1.45,CCCCCC(=O)C,QDESCP/boltz/mol_758_rdkit_boltz.json
mol_759,Acephate,-0.416,1,183.169,1,0,3,55.4,0.54,COP(=O)(NC(C)=O)SC ,QDESCP/boltz/mol_759_rdkit_boltz.json
mol_760,DEF,-4.074,1,314.522,0,0,12,17.07,-5.14,CCCCSP(=O)(SCCCC)SCCCC,QDESCP/boltz/mol_760_rdkit_boltz.json
mol_761,phthalamide,-0.636,1,149.149,1,2,0,46.17,-2.932,c1cC2C(=O)NC(=O)C2cc1,QDESCP/boltz/mol_761_rdkit_boltz.json
mol_762,Trichlomethiazide,-2.98,1,380.662,3,2,2,118.36,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,QDESCP/boltz/mol_762_rdkit_boltz.json
mol_763,2-Methy-2-Butene,-1.994,1,70.135,0,0,0,0.0,-2.56,CC=C(C)C,QDESCP/boltz/mol_763_rdkit_boltz.json
mol_764,"1,2,4-Trimethylbenzene",-3.343,1,120.195,0,1,0,0.0,-3.31,Cc1ccc(C)c(C)c1,QDESCP/boltz/mol_764_rdkit_boltz.json
mol_765,"2,4,5-Trichlorophenol ",-3.78,1,197.448,1,1,0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl,QDESCP/boltz/mol_765_rdkit_boltz.json
mol_766,phenanthridine,-3.713,2,179.222,0,3,0,12.89,-2.78,c1ccc2c(c1)cnc3ccccc23 ,QDESCP/boltz/mol_766_rdkit_boltz.json
mol_767,3-Methyl-3-hexanol,-1.663,1,116.204,1,0,3,20.23,-0.98,CCCC(C)(O)CC,QDESCP/boltz/mol_767_rdkit_boltz.json
